id,name,year_began,year_ended,notes,url,publisher_id
584,ANGE sexy bulles,2010,NULL,NULL,NULL,8181
585,Angel,1997,1997,NULL,NULL,6084
586,Anglo Features,1960,1961,brand symbol:ANGLO FEATURES superimposed over UK Air Force style red white & blue roundel,NULL,3528
587,Angry Gnome Comics,2006,NULL,NULL,http://angrygnomecomics.com/,7283
588,Angus,NULL,NULL,NULL,NULL,2950
589,Ania,NULL,NULL,NULL,NULL,2721
590,Ania; DZL Comics inc.,NULL,NULL,NULL,NULL,3483
591,Anillo de Sirio,1997,NULL,NULL,NULL,4872
592,Anime Works,NULL,NULL,NULL,NULL,5198
593,Animerica Extra Graphic Novel,NULL,NULL,NULL,NULL,594
594,Ankama Editions,2005,NULL,NULL,NULL,8240
595,Anne Sigier,NULL,NULL,NULL,NULL,5098
596,Another Bad Creation ABC,NULL,NULL,NULL,NULL,5701
597,Another RABCO Disaster,NULL,NULL,NULL,NULL,2797
598,Ansaldi,NULL,NULL,NULL,NULL,5754
599,Antarctic Press,NULL,NULL,NULL,NULL,670
602,Anti-Ballistic Pixelations,NULL,NULL,NULL,NULL,1982
603,Antidote Comics,2007,NULL,NULL,http://www.antidotecomics.com/,4108
604,Anubis Manga,NULL,NULL,NULL,http://www.anubismanga.gr/,6056
605,Anubis Press,NULL,NULL,NULL,NULL,3377
606,Anubis Εκδόσεις Graphic Novels,NULL,NULL,NULL,NULL,6056
607,AP,1982,1982,NULL,NULL,3245
609,AP,NULL,NULL,NULL,NULL,1946
610,AP,NULL,NULL,NULL,NULL,4578
611,AP,NULL,NULL,NULL,NULL,3077
616,APART,NULL,NULL,Gorilla logo + APART + www.apartforlag.se,http://www.apartforlag.se/,7400
618,APC,NULL,NULL,NULL,NULL,3077
619,APComics,NULL,NULL,NULL,NULL,3077
620,Ape Entertainment,NULL,NULL,"Gorilla logo with the word ""Ape"" above the gorilla image and the word ""Entertainment"" below.",NULL,3450
621,Ape Entertainment; Kizoic,2010,NULL,NULL,NULL,3450
622,Apex Novelties,NULL,NULL,NULL,NULL,318
623,Apocalypse,NULL,NULL,NULL,NULL,1246
624,Apostle Arts LLC,2011,NULL,"This is an uppercase A with a halo around it with text underneath that says ""Apostle Arts LLC"".",NULL,7702
625,Apparat,2004,NULL,Apparat emblem is a gear or sprocket.,http://www.avatarpress.com/apparat/,1052
626,Apparent,NULL,NULL,"A small icon of a rabbit follows the word ""Apparent"".",NULL,6039
627,Apple Comics,1987,1994,NULL,NULL,551
628,Apple Press,1990,1991,NULL,NULL,551
629,Approbation Comics,2002,NULL,NULL,http://www.approbationcomics.com/,6306
630,Approved by the Omni Gold Authority,2012,NULL,NULL,NULL,3932
631,Approved Comic,NULL,NULL,NULL,NULL,3391
632,Apraxia Comix!,1993,1993,NULL,NULL,5708
633,APS Physics,NULL,NULL,NULL,http://aps.org/,8150
634,Apsco,NULL,NULL,NULL,NULL,4959
635,Aquarium Pharmaceuticals Inc.,1997,1997,NULL,NULL,7520
636,Arashi,2006,NULL,Arashi is de manga imprint van van Gennep.,NULL,5757
637,Arborcides Press,2011,NULL,NULL,NULL,6201
638,Arboris,1981,NULL,NULL,NULL,3032
640,Arcade Comics,2003,NULL,NULL,NULL,2785
641,Arcadia,NULL,NULL,NULL,NULL,5756
642,Arcana,2005,NULL,NULL,NULL,3161
644,Steampunk Originals,NULL,NULL,NULL,NULL,3161
645,Archaia,2010,NULL,NULL,NULL,2063
649,Archangel Studios,2002,2004,NULL,NULL,1944
655,Archie Adventure Series,1992,1992,NULL,NULL,3711
659,Archie Comics,NULL,NULL,NULL,NULL,6209
660,Archie,1945,NULL,NULL,NULL,71
669,Archie Series,1949,1951,Used on cover of several Bell reprints of Archie comics.  May actually connect those comics as a series since numbering of issues seems somewhat scattered.,NULL,1988
676,Archival Press Inc.,1978,NULL,NULL,NULL,2172
677,Archival Press Inc.,NULL,NULL,NULL,NULL,2172
678,Ardden,2008,NULL,NULL,NULL,4580
679,Ardden Entertainment,2008,NULL,One of those cases where Ardden Entertainment is a publisher but is also a brand for another publisher. Crucidel publisher Wayne Gardiner provided the information.,NULL,8255
680,Arédit,NULL,NULL,NULL,NULL,265
681,Arédit DC En Couleurs,1979,1983,NULL,NULL,265
682,Arédit Marvel,1985,1988,NULL,NULL,265
683,Arédit Marvel Color,1984,NULL,New name for Artima Marvel Color,NULL,265
684,Arédit Marvel en Couleurs,1984,1985,NULL,NULL,265
685,Arédit SuperStar,1984,1985,NULL,NULL,265
686,Arendal bibliotek,NULL,NULL,NULL,NULL,6995
687,Arf! Arf!,NULL,NULL,NULL,NULL,2645
688,Argo,NULL,NULL,NULL,NULL,264
689,Argo Press,NULL,NULL,NULL,NULL,3235
690,Argosy Blazing Adventure,NULL,NULL,NULL,NULL,3217
691,Aria Press,1991,1996,NULL,NULL,3988
692,Ariel Books; Ballantine Books,NULL,NULL,NULL,NULL,251
693,Ariel Press,NULL,NULL,NULL,NULL,5790
694,Ark Boeken,NULL,NULL,NULL,NULL,5775
695,Armada,1995,1997,NULL,NULL,303
696,Armed Services Edition,NULL,NULL,NULL,NULL,1926
697,Army Times Publishing Company,1970,NULL,NULL,NULL,195
698,Arnold Book Company,NULL,NULL,NULL,NULL,4515
699,Arnoldo Mondadori Editore,NULL,NULL,NULL,NULL,196
700,Arnoldo Mondadori Editore; Walt Disney,NULL,NULL,NULL,NULL,196
701,Arrow Comics; Arrow Comics Group,NULL,NULL,NULL,NULL,509
702,Arrow Manga,NULL,NULL,NULL,NULL,509
703,Artabras,NULL,NULL,NULL,NULL,389
704,Artima,NULL,NULL,NULL,NULL,265
705,Artima Color DC Géant,1981,1982,NULL,NULL,265
706,Artima Color DC SuperStar,1979,1985,NULL,NULL,265
707,Artima Color Marvel Géant,1979,1984,NULL,NULL,265
708,Artima Color Marvel SuperStar,1979,1984,NULL,NULL,265
709,Artima DC Color,1982,1983,NULL,NULL,265
710,Artima Marvel Color,1979,1985,NULL,NULL,265
711,Artima Spécial Marvel Géant,1984,1984,NULL,NULL,265
712,Artis Studios; Wizard,NULL,NULL,NULL,NULL,2759
713,Artisan Entertainment,1998,1998,NULL,NULL,5737
714,Artists at Large,1973,1973,NULL,NULL,2899
715,artworx,NULL,NULL,NULL,NULL,3156
716,as Hjemmet - Serieforlaget (en linje),NULL,NULL,NULL,NULL,1559
717,as Hjemmet - Serieforlaget; Dargaud presenterer,NULL,NULL,NULL,NULL,1559
718,as Hjemmet - Serieforlaget; Tegneserie Bokklubben,NULL,1994,NULL,NULL,1559
719,As Ide & Strek,NULL,NULL,NULL,NULL,1631
720,Aschehoug,NULL,NULL,NULL,NULL,1570
721,Asiacomp - Norway,NULL,NULL,NULL,NULL,4253
722,Aspen,2004,NULL,NULL,NULL,2761
724,Aspen; Blockade Entertainment,2012,NULL,NULL,NULL,2761
725,Aspen; Dynamite Entertainment,NULL,NULL,NULL,NULL,2761
726,Aspen; Titan Productions,NULL,NULL,NULL,NULL,2761
727,Aspen; Valhalla Motion Pictures,2010,NULL,NULL,http://valhallamotionpictures.com/,2761
728,Aspen; Wonderland,NULL,NULL,NULL,NULL,2761
729,Astiberri,NULL,NULL,NULL,NULL,4986
730,Astonish Comics,NULL,NULL,NULL,NULL,953
731,Astro Comics,1995,1997,appears on full left edge of comic book.,NULL,801
732,Astroboys,NULL,NULL,NULL,NULL,5205
733,Asylum Press,NULL,NULL,NULL,NULL,5493
734,Atheneum Books for Young Readers,1961,NULL,NULL,NULL,659
735,Atlantic BD,2011,NULL,NULL,NULL,8081
736,Atlantic Forlag A/S,NULL,NULL,NULL,NULL,1555
737,Atlantic Forlag A/S; Atlantic presenterer Marvel Comics,NULL,NULL,NULL,NULL,1555
738,Atlantic Förlags AB,NULL,NULL,NULL,NULL,1079
739,Atlantic presenterer Marvel Comics,NULL,NULL,NULL,NULL,1555
740,Atlantis,NULL,NULL,NULL,NULL,5776
741,Atlas,NULL,NULL,NULL,NULL,5311
742,Atlas Comics,NULL,NULL,NULL,NULL,372
743,Atlas Comics,2010,NULL,The Atlas Comics brand belongs to the family of Martin Goodman. It was used for Marvel Comics in the fifties and by Atlas-Seaboard in 1974-1975.,NULL,4580
744,Atlas Original,2011,2012,NULL,NULL,4580
745,Atlas Publications Pty Ltd,NULL,NULL,NULL,NULL,5812
747,Atlas,1944,1957,NULL,NULL,78
748,Atlas; Oog & Blik,NULL,NULL,NULL,NULL,4492
749,Atom Bomb Comics,2007,2007,NULL,NULL,7973
751,Atomeka,NULL,NULL,NULL,NULL,603
752,Atomeka Press,NULL,NULL,NULL,NULL,603
753,Atomic Basement; The Kids of Widney High,2009,NULL,NULL,NULL,2715
754,Atomic Diner,NULL,NULL,NULL,NULL,5184
755,Atomic Rocket,NULL,NULL,NULL,NULL,4964
756,Atria Books,2002,NULL,NULL,NULL,659
757,Au Diable Vauvert,2000,NULL,NULL,NULL,8087
758,aufbau,NULL,NULL,NULL,NULL,8925
759,August House,1995,1995,NULL,NULL,2527
760,Autonomedia,1982,NULL,NULL,NULL,7868
761,AV,2002,NULL,white letters in a black oval,NULL,4943
762,Available Press,1985,1993,NULL,NULL,2216
763,avant-verlag,NULL,NULL,NULL,NULL,1243
764,Avatar,1997,NULL,NULL,NULL,1052
765,Avatar; Pulsar,NULL,NULL,NULL,NULL,1052
767,Aventures américaines,NULL,NULL,NULL,NULL,5884
768,Avon,NULL,NULL,NULL,NULL,1855
769,AW,NULL,NULL,NULL,NULL,5921
770,Aw Yeah Comics! Publishing,2013,NULL,"The brand logo is a blue circle with white stars.  Inside the circle is the face of the main character Action Cat.  Above Action Cat's face following the curve of the circle are the words ""Aw Yeah Comics!"" and below Action Cat's face following the curve of the circle is the word ""Publishing.""",http://awyeahcomics.com/,8892
771,Awesome,NULL,NULL,NULL,NULL,890
772,Axaleon Comix,2007,2007,NULL,NULL,4652
773,Axess Comics,1997,1998,The publisher's official website was http://members.tripod.com/~AxessComics/tos.html but it is no longer active,NULL,5649
774,Axiom,2003,2005,NULL,NULL,2489
775,Axis Comics,1993,1994,NULL,NULL,2829
776,Axis Comics; Hero Illustrated,1994,NULL,NULL,NULL,8951
777,Azteca Productions,1993,1993,NULL,NULL,3201
778,B,NULL,NULL,NULL,NULL,1638
779,b,NULL,NULL,NULL,NULL,391
781,B,NULL,NULL,NULL,NULL,4802
782,B,NULL,NULL,NULL,NULL,5170
783,B & L,NULL,NULL,NULL,NULL,7296
784,Bestselgerforlaget,2013,NULL,NULL,NULL,8898
785,B Boxcar Productions,1998,1998,NULL,NULL,3613
786,B St.,NULL,NULL,NULL,NULL,3478
787,B Street,NULL,NULL,NULL,NULL,3478
788,B W; 3 grafix rysare,2008,NULL,NULL,NULL,1071
789,B-Movie Comics,NULL,NULL,NULL,NULL,2965
790,B. Wahlströms,NULL,NULL,NULL,NULL,1071
793,Baby Shark Productions,2005,2005,NULL,NULL,6884
794,Back Bay Books,1993,NULL,NULL,NULL,908
795,Bad Roach,1994,1994,NULL,NULL,3442
796,Bag & Board Studios,NULL,NULL,NULL,NULL,4893
797,Bagheera,1990,NULL,NULL,NULL,7320
798,Bahia Verlag,NULL,NULL,NULL,NULL,7295
799,Bakhåll,NULL,NULL,NULL,NULL,1291
800,Baldini Castoldi Dalai editore,NULL,NULL,NULL,NULL,7186
801,Ballantine Books,1954,NULL,See also the Ballantine imprint.,http://www.randomhouse.com/rhpg/,2216
803,Ballon,NULL,NULL,NULL,NULL,5820
804,Ballon Comics,NULL,NULL,NULL,NULL,5820
805,BAM Productions,1985,1987,NULL,NULL,3164
806,Bamboo Comics,NULL,NULL,NULL,NULL,5433
807,Bamboo Edition,NULL,NULL,NULL,NULL,7594
808,Bandai Entertainment,NULL,NULL,NULL,NULL,6006
809,Bantam Books,NULL,NULL,NULL,NULL,1849
810,Bantam Books,1999,NULL,NULL,NULL,2216
811,Bantam Skylark Books,NULL,NULL,NULL,NULL,1849
812,Barbour Christian Comics,NULL,NULL,NULL,NULL,339
813,Bardic Press,1996,1998,NULL,NULL,1805
814,Bare Bones Studios,NULL,NULL,NULL,NULL,8394
815,Barnas egen bokklubb,NULL,NULL,NULL,NULL,3629
816,Barnas Favoritter,NULL,NULL,NULL,NULL,6072
817,Barnebladet Magne,NULL,NULL,NULL,NULL,1577
818,Barnes & Noble,NULL,NULL,Used at least in 2006.,http://www.barnesandnoble.com/,5998
819,Baronet,NULL,NULL,NULL,NULL,391
820,Basement Comics,NULL,NULL,NULL,NULL,728
821,Basement Studios/Amryl,2009,NULL,The former Basement Comics no longer publishes their own comics.  Now comics they produce (as Basement Studios) are published by Amryl Entertainment using this brand.,http://www.basementcomics.com/,3729
822,Bastei,NULL,NULL,NULL,NULL,1798
828,Bäver,1981,1986,Bild av en tecknad bäver. Sitter på omslagets övre vänstra hörn. Förekommer på Seriepocket nr 101-161.,NULL,1197
829,BB A Ballantine Book,NULL,NULL,NULL,NULL,251
830,BB Ballantine,NULL,NULL,NULL,NULL,251
832,Baldakijn Boeken,NULL,NULL,NULL,NULL,3029
833,BBC Books,2006,NULL,NULL,NULL,8716
834,BCP Publishing,2007,2013,NULL,NULL,4272
835,BD,2005,NULL,NULL,NULL,7135
836,BD erotix,NULL,NULL,NULL,NULL,7929
837,BD Must,NULL,NULL,NULL,NULL,5846
838,BDANG,NULL,NULL,Two speech bubbles intersecting one with BD and one with ANG. Presumably short for Bande Dessinée (comics) and Anglais (English).,NULL,6272
839,BDARTIST(e),2010,NULL,NULL,NULL,7472
840,BDérogène,2000,NULL,NULL,NULL,7881
841,BDI Big Dog Ink,2009,NULL,NULL,NULL,6889
842,Beach Studios,NULL,NULL,NULL,NULL,4605
843,Beacon Press,1964,NULL,NULL,NULL,4046
844,Bean Leaf,2010,NULL,NULL,NULL,8832
845,Beanworld Press,1995,NULL,Typeset bar in middle of box in upper left corner with illustration on top and price below.,NULL,484
846,Beatcomix,2008,NULL,NULL,NULL,8792
847,Beaufort,NULL,NULL,NULL,http://www.beaufortbooks.com/,8886
848,Beaux Arts éditions,2008,NULL,NULL,http://www.beauxartsmagazine.com/ours.htm,8273
849,Beckett,2003,2004,NULL,NULL,2469
850,Bee Dee,NULL,NULL,NULL,NULL,4709
851,Beeld serie,NULL,NULL,NULL,NULL,7140
852,Beeld serie,NULL,NULL,NULL,NULL,8839
853,Beeldroman,NULL,NULL,NULL,NULL,4473
854,Beetlebug Comics,NULL,NULL,NULL,NULL,4079
855,Beguiling Books,NULL,NULL,NULL,NULL,5163
856,Being,NULL,NULL,Capital 'b' over the word 'being'.,NULL,3653
857,Bela Lugosi Enterprises [face of Bela Lugosi drawn with bat wings],2010,NULL,NULL,NULL,7003
858,Bell,1941,1949,NULL,NULL,1988
859,Belmont,NULL,NULL,NULL,NULL,1881
860,Belmont [leaf],NULL,NULL,NULL,NULL,1881
861,Bent Nail Publications,1988,1988,NULL,NULL,5206
862,BERG,2011,NULL,BERG symbol:http://berglondon.com/images/logo_footer.png,http://berglondon.com/,7438
863,Berkley Books,NULL,NULL,NULL,NULL,1854
864,Berkley Highland Books,NULL,NULL,NULL,NULL,1854
865,Berkley Medallion,NULL,NULL,NULL,NULL,1854
866,Best Comics,NULL,NULL,NULL,NULL,2758
867,Best Destiny,1997,1997,NULL,NULL,4717
868,Best of Fusion,2013,NULL,NULL,NULL,4475
869,Best Sellers; Marvel France; Panini Comics; Succès du Livre,2003,2006,Collection au format de poche,NULL,4475
870,Beta Verlag,NULL,NULL,NULL,NULL,3044
871,Beyond Comics,2001,2001,NULL,NULL,2865
872,Beyronds Förlag,NULL,NULL,NULL,NULL,1298
873,Bélier Press,1974,1996,NULL,NULL,7096
874,Big Balloon,NULL,NULL,NULL,NULL,3315
878,Big Bang Comics,2007,2007,NULL,NULL,3106
879,Big Bang Comics,NULL,NULL,NULL,NULL,604
880,Big City Comics,NULL,NULL,NULL,NULL,4219
881,Big Dog Ink,2011,NULL,One of those cases where Big Dog Ink is a publisher but is also a brand for another publisher. Crucidel publisher Wayne Gardiner provided the information.,NULL,8255
882,BIG Entertainment,1996,1997,Logo is round with BIG in the middle.  Logo is clutched by a robotic hand.,NULL,847
883,Big H Books,2005,NULL,NULL,http://www.sadsack.net/,5061
884,Big H Books,2005,2005,NULL,NULL,590
885,Big Hairy Ape Comics,NULL,NULL,NULL,NULL,5118
886,Big Jolt Comics,1996,1996,NULL,NULL,3369
887,Big Kana,NULL,NULL,NULL,NULL,5930
888,Big Kana,NULL,NULL,NULL,NULL,1938
889,Big Manga,2002,NULL,Uncertain year began,NULL,4936
890,Big Muddy Comics,1972,1972,NULL,NULL,2902
891,Big Pond Comics,NULL,NULL,NULL,NULL,7284
892,Big Pull Press,NULL,NULL,NULL,NULL,6553
893,Bike,NULL,NULL,NULL,NULL,1299
895,Bilingual Comics,NULL,NULL,NULL,NULL,3176
896,Bio Comics,NULL,NULL,NULL,NULL,7335
897,Birch Bark Comics,NULL,NULL,Logo with words all in lower case and a circle with characters in it above it.,NULL,4442
898,Bishop Press,NULL,NULL,NULL,NULL,5976
899,Bittersweet Press,1998,NULL,"Circular stylized ""bp"" logo with ""Bittersweet Press"" letters around the outside of the circle.",NULL,8304
900,Black Bull,NULL,NULL,NULL,NULL,1963
902,Black Canvas Studios/Amryl,2012,NULL,Used on comics by Rob Durham (Black Canvas Studios is Durham's business name),NULL,3729
903,Black Cat,NULL,NULL,NULL,NULL,6859
904,Black Cat Mystery,1953,1954,NULL,NULL,76
905,Black Cross Entertainment,NULL,NULL,NULL,NULL,5983
906,Black Dot Press; Rip Off Press,NULL,NULL,NULL,NULL,570
907,Black Eye,NULL,NULL,"Usually an oval on its end with the words ""Black Eye"" at the bottom and a red and black eye-like design at the top.",NULL,848
908,Black Lace Studios,NULL,NULL,NULL,NULL,3403
909,Black Library,NULL,NULL,NULL,NULL,7873
910,Black Mask,2013,NULL,NULL,NULL,8750
911,Black Pepper,NULL,NULL,NULL,NULL,8577
912,Black Swan Comics,NULL,NULL,Silhouette of black swan over Black SWAN Comics in a red rectangle.,NULL,6575
913,Blackball Comics,NULL,NULL,NULL,NULL,2864
914,Blackbird Comics,NULL,NULL,NULL,NULL,3373
915,Blackburn Video & Comics Ltd,1987,1987,NULL,NULL,1237
916,Blackout Comics,NULL,NULL,NULL,NULL,2114
917,Blackthorne Publishing Incorporated,1985,1989,NULL,NULL,485
918,Blackthorne Publishing Inc.,NULL,NULL,NULL,NULL,485
919,Bladkompaniet,NULL,NULL,NULL,NULL,1513
920,Bladkompaniet A.S.,NULL,NULL,NULL,NULL,1513
921,Bladkompaniet; B,NULL,NULL,NULL,NULL,1513
922,Bladkompaniet; Bokklubben Nye Bøker,NULL,NULL,NULL,NULL,1513
923,Blake et Mortimer,NULL,NULL,NULL,NULL,5849
924,Blank Slate,2008,NULL,NULL,NULL,7045
925,Blatant Comics,NULL,NULL,NULL,NULL,3122
926,Blazing Comics,NULL,NULL,NULL,NULL,3217
928,Blindwolf Comics,1999,1999,NULL,NULL,2655
929,Blink,NULL,NULL,NULL,NULL,8260
930,Bliss on Tap,NULL,NULL,NULL,NULL,4013
931,Blitz,NULL,NULL,NULL,NULL,4002
932,Blloan,2011,NULL,"Spreek uit als ""blown"".",NULL,5820
933,Bloch Infanto Juvenil,NULL,NULL,NULL,NULL,5866
934,Bloody Mary Comics,NULL,NULL,NULL,NULL,6115
935,Bloomsbury,NULL,NULL,NULL,NULL,5343
936,Bloomsbury Children's Books,NULL,NULL,NULL,http://www.bloomsburyusa.com/,4944
937,Bloomsbury USA,NULL,NULL,NULL,http://www.bloomsburyusa.com/,5343
938,Blue Bird,1959,1964,NULL,NULL,50
940,Blue Comet,NULL,NULL,NULL,NULL,552
941,Blue Juice Comics,2013,NULL,NULL,NULL,8751
942,Blue King Studios,NULL,NULL,NULL,NULL,2479
943,Blue Moon Productions,1980,NULL,NULL,NULL,7430
944,Blue Press,NULL,NULL,NULL,NULL,7507
945,Blue Ribbon Comics,NULL,NULL,NULL,NULL,220
946,Bluewater Comics,2007,NULL,NULL,NULL,5043
947,Bluewater Productions,NULL,NULL,NULL,NULL,5043
948,BN,NULL,NULL,Letters BN with a black triangle above it.,NULL,5998
949,BNS,NULL,NULL,NULL,NULL,7558
950,Boardman Books,NULL,NULL,NULL,NULL,3162
951,Bob Comics,1991,NULL,NULL,NULL,6453
952,Bogfabrikken,NULL,NULL,NULL,NULL,849
953,BOING,NULL,NULL,NULL,NULL,7709
955,Boing,NULL,NULL,NULL,NULL,1514
958,Boiselle-Löhmann-Verlag,NULL,NULL,NULL,NULL,7296
959,Bokfabriken,NULL,NULL,NULL,NULL,1260
960,Bokfabriken - Lättlästa serier,NULL,NULL,NULL,NULL,1260
961,Bokförlaget Mormor,NULL,NULL,NULL,NULL,5800
962,Bokförlaget Röda rummet,NULL,NULL,NULL,NULL,1304
963,Bokförlaget Semic,2011,NULL,NULL,NULL,1880
964,Bokförlaget Semic,NULL,NULL,NULL,NULL,4866
965,Bokklubbens Barn,NULL,NULL,NULL,NULL,1621
966,Bokomotiv,NULL,NULL,NULL,NULL,1307
967,Bokorama,NULL,NULL,NULL,NULL,1308
968,Bompiani,NULL,NULL,NULL,NULL,803
969,BonaGram,1996,1996,NULL,NULL,8773
970,Bonanza Books,1971,NULL,NULL,NULL,336
971,Bonelli Comics,NULL,NULL,NULL,NULL,2557
972,Bonelli Comics; Klub ŚK,NULL,NULL,NULL,NULL,5345
973,Boneyard Press,1995,NULL,Boneyard Press17175 Simonds St.Granada Hills CA 91344,NULL,3467
974,Bongo Comics,2012,NULL,NULL,NULL,729
975,Bongo Comics Group,NULL,NULL,NULL,NULL,4720
976,Bongo Comics Group,NULL,NULL,NULL,NULL,4722
978,Bongo Comics Group; Dino,NULL,NULL,NULL,NULL,4720
979,Bongo Comics Group; Panini,NULL,NULL,NULL,NULL,4720
980,Bonnier Carlsen C; Manga,NULL,NULL,NULL,NULL,1309
981,Bonniers,1973,1973,NULL,NULL,1518
982,Bonniers,NULL,NULL,NULL,NULL,1203
983,Bonniers Juniorförlag,NULL,NULL,NULL,NULL,357
984,Bonniers Juniorförlag AB,NULL,NULL,NULL,NULL,1203
985,Bonvie,NULL,NULL,NULL,NULL,7508
986,Book House; Graphic Mysteries,NULL,NULL,NULL,NULL,5155
987,Booknut Press,NULL,NULL,NULL,NULL,5021
988,70 Years Walt Disney's Comics,2009,2011,NULL,NULL,2547
991,Bruguera Comic Books,2014,NULL,NULL,NULL,8498
992,Boom!,2005,NULL,NULL,http://www.boom-studios.net/,2547
999,Boomtown Press,NULL,NULL,NULL,NULL,5684
1000,Borgen,NULL,NULL,NULL,NULL,4520
1001,Borzoi,1925,NULL,Emblem designed by Blanche Knopf.,NULL,724
1002,Boundless,2010,NULL,NULL,http://www.boundlesscomics.com/,1052
1003,Boundless Comics,2011,NULL,NULL,NULL,1052
1004,BP,2003,2010,NULL,http://www.buenaventurapress.com/,5654
1005,BP Bulletproof Comics,NULL,NULL,NULL,NULL,6027
1006,bpb,NULL,NULL,NULL,NULL,6512
1007,Brabant Strip,NULL,NULL,NULL,NULL,5173
1008,Bracan Forlag,NULL,NULL,NULL,NULL,8685
1009,Brahless,1997,1997,NULL,NULL,5071
1010,Brain Cloud Comics,NULL,NULL,NULL,http://www.braincloudcomics.com/,8803
1011,Brainstorm Comics,NULL,NULL,NULL,NULL,3336
1012,Brave New Words,NULL,NULL,NULL,NULL,635
1013,Bravura,1994,1995,NULL,NULL,613
1014,Breiens Forlag,NULL,NULL,NULL,NULL,3487
1015,Brickhouse Digital,2000,2000,NULL,NULL,3092
1016,BroadSword Comics,NULL,NULL,NULL,NULL,1984
1017,Broadway Comics,NULL,NULL,NULL,NULL,1151
