id,name,year_began,year_ended,notes,url,publisher_id
5552,Sutoris,2007,2008,NULL,NULL,10291
5553,De Schaar,NULL,NULL,NULL,NULL,10295
5554,Jester Press,2004,NULL,NULL,http://www.jesterpress.com/,10298
5555,Lobrau Productions Inc.,2006,2007,NULL,http://lobrau.com/,10297
5556,Aaaargh! Associated Artists,1987,1993,NULL,NULL,7560
5557,Basement Comic; Amryl,2002,NULL,NULL,NULL,3729
5559,Pulp Mania Inc,1975,1975,NULL,NULL,7538
5560,Tonkam,2014,NULL,NULL,http://www.editions-delcourt.fr/manga/tonkam.html,4035
5561,Hammac Publications,1989,1990,Initially publishing under the name Hammac Publications this publisher switched names to Alpha Publications in 1990.,NULL,725
5562,Prima Titel,NULL,NULL,NULL,NULL,10316
5563,Collection Lépidoptère,NULL,NULL,NULL,http://www.6pieds-sous-terre.com/p/collection-lepidoptere.html,10086
5564,Stichting ADeM,NULL,NULL,NULL,NULL,10315
5565,Collection Gros Minou,NULL,NULL,NULL,NULL,7225
5566,Collection Monotrème,NULL,NULL,NULL,http://www.6pieds-sous-terre.com/p/collection-monotreme.html,10086
5567,Guardian Knight Comics,2015,NULL,NULL,http://guardianknightcomics.com/,10325
5568,Flower Comics,NULL,NULL,NULL,NULL,5423
5569,Icarus,NULL,NULL,NULL,NULL,10253
5570,Real Free Press,NULL,NULL,NULL,NULL,6677
5571,Les Fourmis Associées,NULL,NULL,NULL,NULL,10336
5572,Collection Patte de Mouche,1986,1994,NULL,http://www.lassociation.fr/fr_FR/#!catalogue/collection/222,5655
5573,La collection des taureaux des îles,NULL,NULL,NULL,NULL,10337
5574,Het Spectrum,NULL,NULL,NULL,NULL,9865
5575,BEM,2011,NULL,NULL,NULL,9916
5576,Fracasa Mejor Ediciones,2012,NULL,NULL,NULL,10341
5577,M Press,2004,NULL,NULL,http://www.mpressbooks.com/,512
5578,Monsieur Pop Corn,2010,NULL,NULL,NULL,10343
5579,Un seul but le but,NULL,NULL,NULL,NULL,10348
5580,Collection Pierre,NULL,NULL,NULL,NULL,7463
5581,Vertige Graphic,NULL,NULL,NULL,NULL,8536
5582,Poema strip,2006,2006,NULL,NULL,4911
5583,Lineachiara,NULL,NULL,NULL,NULL,10349
5584,De Inktpot,NULL,NULL,NULL,NULL,10163
5585,Denoël Graphic,NULL,NULL,NULL,NULL,6915
5586,Bladluis Strips,2006,2006,NULL,NULL,10353
5587,Koyama Press,NULL,NULL,NULL,NULL,7016
5588,Digital Pimp Comics,2003,2015,NULL,NULL,10360
5589,Éditions du Château,NULL,NULL,NULL,NULL,10124
5590,Azure,2010,2013,NULL,NULL,6768
5591,De Eenhoorn,NULL,NULL,NULL,NULL,10354
5592,Visionary Comics,2006,NULL,NULL,NULL,9432
5593,Manifest,NULL,NULL,NULL,NULL,9551
5594,U.S. Department of the Interior,NULL,NULL,NULL,NULL,10369
5595,Copyright,1980,1989,NULL,NULL,7552
5596,Re-Al New Media,NULL,NULL,NULL,NULL,9237
5597,Nieuw Produkt,NULL,NULL,NULL,NULL,9166
5598,Action Age Comics,NULL,NULL,NULL,NULL,10377
5599,Epsalon Press,NULL,NULL,NULL,NULL,10378
5600,Tumble Creek Press,NULL,NULL,NULL,NULL,9236
5601,Fire Lights Media,NULL,NULL,NULL,NULL,10385
5602,Firetower Studios,NULL,NULL,NULL,NULL,10386
5603,Phantom Ink,NULL,NULL,NULL,NULL,10388
5604,Cartoon Tales,1991,1993,Cartoon Tales was a series of trade paperbacks featuring reprinted material,NULL,637
5605,Liveright,NULL,NULL,NULL,NULL,9435
5606,Double Take,2015,NULL,NULL,NULL,10394
5607,Euchrestos Comics,NULL,NULL,NULL,NULL,10396
5608,DesiBlack Comics,NULL,NULL,NULL,NULL,10396
5609,Topgame,NULL,NULL,NULL,NULL,10398
5610,Lost Story Studios,NULL,NULL,NULL,NULL,10397
5611,The Big Challenge,NULL,NULL,NULL,NULL,10403
5612,Les chefs d'oeuvre de la B.D. humoristique,NULL,NULL,NULL,NULL,6237
5613,Annick Press,1975,NULL,NULL,NULL,10404
5614,Uitgeverij De Vrijbuiter; Uitgeverij De Schorpioen,NULL,NULL,NULL,NULL,6968
5615,Devil's Due;  1First Comics,2015,NULL,NULL,http://www.devilsdue.net/,2066
5616,Spectrum Comic Books,1982,NULL,NULL,NULL,2053
5617,Commode Comics,1997,1998,NULL,NULL,10413
5618,Télé,NULL,NULL,NULL,NULL,10138
5619,TP,1967,1967,NULL,NULL,6338
5620,Salamandra Graphic,2014,NULL,NULL,http://salamandra.info/catalogo/filtrado?imprint=1082,10151
5621,Bimbo Présente,NULL,NULL,NULL,NULL,10093
5622,Collection TV,NULL,NULL,NULL,NULL,5711
5623,Children's Hospital,2009,NULL,NULL,NULL,10417
5624,Crohn's & Colitis Foundation of America,2007,2013,NULL,NULL,10416
5625,Robin Snyder and Steve Ditko,2010,2012,NULL,NULL,3150
5626,EDAR,1960,1980,NULL,NULL,10373
5627,Radio Shack Division of Tandy Corp.,1987,1987,NULL,NULL,2156
5628,Carroll & Graf,2007,2007,NULL,NULL,4038
5629,American Gothic Press,2015,NULL,NULL,http://americangothicpress.com/,279
5630,Edu'Actief,NULL,NULL,NULL,NULL,7202
5631,Ultima,1992,1995,NULL,NULL,6418
5632,Mad,1974,1990,NULL,NULL,546
5633,Edizioni Alpe,NULL,NULL,NULL,NULL,5179
5634,World,1945,NULL,Used at least in 1945.,NULL,9466
5635,Aspen; BDI,2015,NULL,NULL,NULL,2761
5636,Spectrum Comics,1984,1984,NULL,NULL,2053
5637,Capital Comics,1981,1984,NULL,NULL,422
5638,Podium,NULL,NULL,NULL,NULL,4790
5639,Monarch Books [Shield],1958,1962,NULL,NULL,2327
5640,Télé,NULL,NULL,NULL,NULL,10093
5641,Monarch Books [Crown],1962,1965,NULL,NULL,2327
5642,Poche,NULL,NULL,NULL,NULL,10093
5643,bsv,2012,NULL,NULL,NULL,9980
5644,Broken Icon,2009,NULL,NULL,http://brokeniconcomics.com/,10445
5645,Margaret K. McElderry Books,1994,NULL,Founded in 1972 by the namesake while at Atheneum Books. Merged with Scribner and then with Macmillan which then merged into Simon & Schuster.,http://imprints.simonandschuster.biz/margaret-k-mcelderry-books,659
5646,Fantasi-Fabrikken,NULL,NULL,NULL,NULL,7891
5647,S-Forlaget,NULL,NULL,NULL,NULL,5144
5648,451,2015,NULL,NULL,http://www.4five1.com/,10436
5649,Lion Forge,2015,NULL,NULL,NULL,10456
5650,Rossel Edition,NULL,NULL,NULL,NULL,4105
5651,Samson,1994,NULL,NULL,NULL,3370
5652,G.T.Labs,1997,NULL,NULL,NULL,902
5653,Per Myrhill,1975,NULL,Currently working on an album called Aneurysmdimma (roughly translates to Mist of an aneurysm) where he will show how it is to survive and go through several hugh surgeries after an massive stroke that he suffered in December 2012. Parallel he is also working on a webcomic called Ebbe och Floda over at http://flodanyheter.se wich updates weekly. Soon another webcomic will premiere wher Per is collaborating with Jan Hoff. That is called Ölbilen and it is a kind of adventure influenced by the Belgian type of comics. Per is also involved in several other comicbooks. Most of the efford is going to Plutonium Comics where Per is both Editor and participant.,http://myrhill.se/,5262
5654,Museum Boerhaave Leiden,2015,NULL,NULL,http://www.museumboerhaave.nl/,10431
5655,Borderline Press,NULL,NULL,NULL,NULL,10068
5656,Dagfin Tollefsens Reklamebyrå,NULL,NULL,NULL,NULL,10474
5657,Opal Press Australia,NULL,NULL,NULL,NULL,10478
5658,CIEL,NULL,NULL,NULL,NULL,9090
5659,Editions SERG,NULL,NULL,NULL,NULL,10482
5660,Magnetic Press,2014,NULL,NULL,NULL,10493
5661,Two-Fisted Comics,2015,NULL,NULL,http://www.sixgungorilla.com/,9652
5662,Misurind,NULL,NULL,NULL,NULL,9577
5663,Studio Foglio,1997,NULL,NULL,NULL,917
5664,Schibsted,2004,NULL,NULL,NULL,1513
5665,Stranger Comics,NULL,NULL,NULL,http://www.strangercomics.com/,10510
5666,Kinetic Press,2011,NULL,NULL,NULL,10512
5667,American Life Books,NULL,NULL,Used at least in 1983.,NULL,10513
5668,adlib verlag,1987,NULL,NULL,NULL,10523
5669,Edition des Archers,NULL,NULL,NULL,NULL,5774
5670,Bad Habit,1993,1998,The illustrated Bad Habit logo was used on all publications from 1993-1996. In 1997 a typeset text Bad Habit was used and in 1998 a typeset text Bad Habit Comics was used.,NULL,6485
5671,Literarische Anstalt,1844,NULL,NULL,NULL,10536
5672,角川文庫 [Kadokawa Bunko],NULL,NULL,NULL,NULL,5404
5673,Red Giant Productions,1995,2000,NULL,NULL,10556
5674,Editoriale Columba,NULL,NULL,NULL,NULL,9693
5675,Floating World Comics,NULL,NULL,NULL,NULL,9290
5676,Bas Lubberhuizen,NULL,NULL,NULL,NULL,10621
5677,Horwitz,1957,1957,NULL,NULL,5796
5678,Scout Comics,2015,NULL,NULL,http://www.scoutcomics.com/,10649
5679,Tip-Top Comics,1952,1959,NULL,NULL,7820
5680,ACE,1955,1958,This brand appears to have been used on comics that Magazine Management published in association with Consolidated Press. These mainly have the indicia publisher Junior Readers' Press.,NULL,7713
5681,Big Comics,NULL,NULL,NULL,NULL,5423
5682,Diamond Comics,1978,NULL,NULL,NULL,10129
5683,Big Balloon; Marvel Comics,1982,1983,NULL,NULL,3031
5684,HarperTeen,NULL,NULL,NULL,NULL,1171
5685,Kamite Comics,1991,NULL,NULL,NULL,6144
5686,Doen,1994,1995,NULL,NULL,10661
5687,Doki-Doki,2006,NULL,NULL,http://www.doki-doki.fr/,7594
5688,Grand Angle,2002,NULL,NULL,http://www.angle.fr/,7594
5689,Komikku Éditions,2012,NULL,NULL,https://fr-fr.facebook.com/komikku,10664
5690,Dynamite,2003,NULL,NULL,NULL,8180
5691,Media 1000,1980,NULL,NULL,NULL,8180
5692,La Musardine,NULL,NULL,NULL,NULL,8180
5693,Simon Studio,2015,NULL,NULL,NULL,10678
5694,Ariel Books,1979,1979,NULL,NULL,6871
5695,OC,2015,NULL,NULL,NULL,10700
5696,Algemeen Handelsblad N.V.,NULL,NULL,NULL,NULL,5748
5697,H. J. W. Becht's Uitgeversmaatschappij N.V.,NULL,NULL,NULL,NULL,5845
5698,Egmont Serieforlaget A/S,1997,NULL,NULL,NULL,5346
5699,Pak Man Productions; JoCo,2013,NULL,NULL,NULL,8914
5700,Drukkerij De Peuter,1976,1976,NULL,NULL,10707
5701,Plutonium Comics,1993,NULL,NULL,http://plutoniumcomics.se/,5262
5702,IP Globe,NULL,NULL,NULL,NULL,6339
5703,Komik,2006,2007,NULL,http://www.uitgeverij-komik.com/,10734
5704,Kappalab,NULL,NULL,NULL,NULL,969
5705,Aftershock,2015,NULL,NULL,http://aftershock.world/,10657
5706,21 Pulp,2015,NULL,NULL,NULL,10735
5707,Parachute Pictures,2016,NULL,NULL,http://www.parachutepictures.nl/,10745
5708,Little Brown,NULL,NULL,"Little Brown in a single horizontal line (sometimes boxed) without an ""LB"" symbol.  In use at least through 2007.",NULL,908
5709,Atlantic-Little Brown,NULL,1985,A single line sometimes boxed with no other symbols.  Little Brown published the Atlantic Monthly books from 1925 to 1985.,NULL,908
5710,Joy Street-Little Brown,NULL,NULL,A single line sometimes boxed with no other symbols.  Used possibly as early as 1981 definitely at least as late as 1984.,NULL,908
5711,Eclectus Ltd.,1990,1992,NULL,NULL,2874
5712,Mother of Pearl,1980,1980,NULL,NULL,6857
5713,Hinstorff,2015,NULL,NULL,NULL,10765
5714,Magic Press,1985,1985,NULL,NULL,3444
5715,Janssen,NULL,NULL,NULL,NULL,10546
5717,Jack Lake Classics,2014,NULL,NULL,NULL,3573
5718,Lucha Comics,2014,NULL,Lucha Comics publishes stories over a wide range of genres with creators from all over the world.,http://www.luchacomics.com/,10773
5719,C. Bertelsmann Jugendbuchverlag,1973,NULL,NULL,NULL,7550
5720,Panini Manga,2013,NULL,NULL,http://comics.panini.com.mx/store/pub_mex_es/magazines/manga.html,8999
5721,Beef Eye,NULL,NULL,NULL,NULL,6463
5722,Teat Horn,NULL,NULL,NULL,NULL,6463
5723,Birkhäuser,NULL,NULL,NULL,NULL,10787
5724,Vieweg + Teubner,NULL,NULL,NULL,NULL,10787
5725,Horyzonty,1966,1977,NULL,NULL,9947
5726,Syndikaat; Strip2000,2016,NULL,NULL,NULL,10785
5727,Otto Press,2013,NULL,NULL,NULL,10791
5728,Knaur,NULL,NULL,NULL,NULL,10615
5729,Alpen Publishers,NULL,NULL,NULL,NULL,7745
5730,Rire et fou rire,NULL,NULL,NULL,NULL,5711
5731,Fischer,NULL,NULL,NULL,NULL,10602
5732,Diederichs Verlag,NULL,NULL,NULL,NULL,10792
5733,comikat,2007,2011,NULL,NULL,4973
5734,ECC Ediciones; 2000 AD,2015,NULL,NULL,NULL,7874
5735,Angry Isis,1990,1990,NULL,NULL,1148
5736,Melted Wax Publishing,2013,NULL,NULL,NULL,10798
5737,Dennis,NULL,NULL,NULL,NULL,5877
5738,Fifth House,1982,NULL,NULL,NULL,10816
5739,African Prince Productions,1992,1992,NULL,NULL,6057
5740,Zwijsen,NULL,NULL,NULL,NULL,8166
5741,Superserien Senior,1972,1976,NULL,NULL,6372
5742,Signé,NULL,NULL,NULL,NULL,4508
5743,ABN Bank,1978,1978,NULL,NULL,5745
5744,AniWay,NULL,NULL,NULL,NULL,10823
5745,Edition Fitzelkram,NULL,NULL,NULL,NULL,964
5746,William-Dickens Prod.,1981,1982,NULL,NULL,10836
5747,Erko,2015,NULL,NULL,NULL,10842
5748,All Around Enterprises,1988,1988,NULL,NULL,5039
5749,Boelen,1975,NULL,NULL,NULL,10841
5750,TPI Comics,1990,1990,NULL,NULL,6011
5751,Day 1 Comics,1994,2004,NULL,NULL,1008
5752,Bigger Betty Independent Publishing,1997,1998,NULL,NULL,10845
5753,Void Comics,1995,1996,NULL,NULL,10846
5754,Grmbl!,1996,1996,NULL,NULL,10847
5755,Uitgeverij Edollandia,NULL,NULL,NULL,NULL,4148
5756,Micmac Comics,1986,1986,NULL,NULL,8943
5757,Infinity Comics,2000,2000,NULL,NULL,10849
5759,Moordam Comics,1997,1998,NULL,NULL,10496
5760,Sukultur,NULL,NULL,NULL,NULL,10862
5761,IMAV Editions,2003,NULL,NULL,NULL,10863
5762,Overlook,1971,NULL,NULL,NULL,10877
5763,dp,NULL,NULL,Used at least in 1999.,NULL,10878
5764,WAS Studios,1996,1996,NULL,NULL,10887
5765,Brabantia Nostra,1976,1976,NULL,NULL,4842
5766,Antibookclub,2010,NULL,NULL,NULL,10891
5767,Panorama,2002,2003,NULL,NULL,3093
5768,Professor Ich Uitgeverij,1990,1990,NULL,NULL,10893
5769,Scheppend Werk,2001,2001,NULL,NULL,10892
5770,Boom-Aru Publications Inc.,1992,1992,NULL,NULL,10895
5771,SwordQuest,2015,NULL,NULL,NULL,10437
5772,Le jeune patriote,1945,1946,NULL,NULL,7658
5773,Le journal le plus captivant,1946,1965,NULL,NULL,7658
5774,Le journal de Pif,1965,1969,NULL,NULL,7658
5775,Powder Monkey Productions,1996,1996,NULL,NULL,10898
5776,Amnesty International,NULL,NULL,NULL,NULL,10899
5777,Quadrinhos na Cia,NULL,NULL,NULL,NULL,10367
5778,Comix World,1978,NULL,NULL,NULL,415
5779,Washington Square Press,1959,NULL,Acquired by Pocket Books in 1959. Currently an imprint of Simon & Schuster's Atria Books division.,http://www.simonandschuster.com/search/books/Category-Fiction-Literary/Imprint-Washington-Square-Press/Available-For-Sale-Now/_/N-g2hZ1z13w38Zpgz/Ne-ph4,659
5780,Thru Black Holes Comix,NULL,NULL,NULL,NULL,10907
5781,Lies They Tell Publications,1986,NULL,NULL,NULL,10200
5782,Dragon's Teeth,1987,1987,NULL,NULL,9125
5783,Kap nâh!!,NULL,2016,NULL,NULL,10663
5784,Comix Wave,NULL,NULL,NULL,NULL,415
5785,Dark Horse Comix,NULL,NULL,Of course not to be confused with the well known independent publisher of the same name that started about the same time period.,NULL,10919
5786,Rainbow Books,NULL,NULL,NULL,NULL,7505
5787,SoloGraphics,1994,1997,NULL,NULL,10936
5788,Flying Monkey Studios; Solographics,1996,1996,NULL,NULL,10936
5789,Cliffhanger!,2000,NULL,NULL,NULL,3029
5790,Poo Factory,NULL,NULL,NULL,NULL,10941
5791,Neutral,2009,NULL,NULL,NULL,10942
5792,Grapefruit Tea,NULL,NULL,NULL,NULL,10943
5793,ArtEZ Press,2009,NULL,NULL,NULL,9226
5794,Revistas Populares,1967,1971,NULL,NULL,3947
5795,Cormac Publishing,1987,1987,NULL,NULL,10955
5796,Manifest Destiny Publishing,1991,1991,NULL,NULL,6161
5797,Lab Rat Productions,2000,2000,NULL,NULL,10959
5798,Semic,1996,1996,NULL,NULL,3029
5799,Wildstorm,NULL,NULL,NULL,NULL,3029
5800,Excel Graphics,1998,1998,NULL,NULL,10962
5801,Segni,2016,NULL,NULL,NULL,10963
5802,Science Comics,2016,NULL,An imprint dedicated to non-fiction educational comics focused on the sciences.,NULL,2996
5803,Gramercy Books,1993,NULL,NULL,NULL,2216
5804,ASH Comics,NULL,NULL,NULL,NULL,10991
5805,Egmont,NULL,NULL,NULL,NULL,2018
5806,Verlag Klaus Bär,NULL,NULL,NULL,NULL,10993
5807,UG,1991,1992,NULL,NULL,6225
5808,Outside Comics,1989,1991,NULL,NULL,4809
5809,Rodale,NULL,NULL,A growing plant bursting through a square.  Sometimes has the single word Rodale beneath.  Sometimes has a box with the single word Rodale off to the side.,NULL,11002
5810,TwoMorrows,1999,NULL,NULL,http://twomorrows.com/,1173
5811,Mango Press,1994,1994,NULL,NULL,6747
5812,Pinnacle Comics,1986,1987,NULL,NULL,533
5813,Van Holkema & Warendorf,1971,1975,NULL,NULL,11006
5814,Mortco,1997,2000,NULL,NULL,6705
5815,David House,1986,1986,NULL,NULL,4140
5816,Baboon Books,1998,2004,NULL,NULL,2559
5817,"Koninklijke Mij. ""De Betuwe"" N.V.",NULL,NULL,NULL,NULL,11008
5818,Garrett and Co.,1850,1856,NULL,NULL,11015
5819,Garrett Dick & Fitzgerald,1856,1857,NULL,NULL,11015
5820,Dick & Fitzgerald,1857,1901,NULL,NULL,11015
5821,W,1974,1974,"The ""W"" has been speculated to be a distributor's brand (Warner?) or the new owner's (Williams?).",NULL,3349
5822,Naturfreunde Jugend,NULL,NULL,NULL,NULL,11010
5823,The Guardian Line,2006,NULL,NULL,http://theguardianline.com/,11023
5824,Taliesin Press,1992,1995,NULL,NULL,3928
5825,Encre de Chine,2008,NULL,NULL,NULL,8056
5826,Nanuq,2016,NULL,NULL,NULL,11032
5827,Safe Comics,1999,2003,NULL,NULL,11034
5828,Darby Pop,2015,NULL,Based on press release Darby Pop joined Magnetic Press in 2015.http://www.darbypop.com/press/magnetic-press-and-darby-pop-publishing-announce-imprint-partnership/,NULL,10493
5829,Z2 Comics,2016,NULL,NULL,NULL,9931
5830,Fifth Avenue Press,NULL,NULL,NULL,NULL,11043
5831,American Mythology Productions,2016,NULL,NULL,NULL,10950
5832,Boom! Studios; Archaia; Boom! Box; Kaboom!,2016,NULL,NULL,NULL,2547
5833,Perfect Square; Viz Media,NULL,NULL,NULL,NULL,594
5834,Arthur A. Levine Books,1996,NULL,NULL,http://www.arthuralevinebooks.com/,1118
5835,El Arto Press,2016,NULL,NULL,NULL,11041
5836,Outlander Comics,1991,1991,NULL,NULL,6172
5837,Χαραμάδα,2005,NULL,NULL,NULL,11052
5838,Black Dog & Leventhal Publishers,NULL,NULL,Used at least in 2004.  Company formed in 1994.,NULL,4572
5839,AWB; Loeb,1987,1987,NULL,NULL,3333
5840,Wydawnictwo Jaworski,NULL,NULL,NULL,NULL,11055
5841,Turbo Lard,2015,NULL,NULL,NULL,11057
5842,V,2011,NULL,NULL,NULL,11058
5843,Timbuktu Graphix,1988,1996,NULL,NULL,4953
5844,Bugged Out Comics,1993,1994,NULL,NULL,6290
5845,Fontini Forlag,NULL,NULL,NULL,NULL,11068
5846,Xero,1994,1995,NULL,NULL,6687
5847,Phoenix Verlag,NULL,NULL,NULL,NULL,9946
5848,Phoenix Michael Hug Verlag,NULL,NULL,NULL,NULL,9946
5849,Phoenix,NULL,NULL,NULL,NULL,9946
5850,Luath Press,1981,NULL,NULL,NULL,11073
5851,Mille Putois International,1993,1993,NULL,NULL,11075
5852,Sutton Publishing,2001,NULL,NULL,NULL,11077
5853,Μεταίχμιο,1993,NULL,NULL,NULL,11078
5854,Commentum Forlag AS,2000,NULL,NULL,NULL,11085
5855,BF A Buddlefisch Exclusive,NULL,NULL,NULL,NULL,11087
5856,Wydawnictwo Ongrys,2009,NULL,NULL,NULL,9040
5857,Action Mystery Adventure,2010,NULL,NULL,http://ionmysteryadventure.com/,11088
5858,Dolphin-Moon Press,1986,1986,NULL,NULL,11091
5859,Gateway Graphics,1987,1987,NULL,NULL,11089
5860,Jaja Verlag,NULL,NULL,NULL,NULL,10551
5861,Athenaeum,NULL,NULL,NULL,http://www.uitgeverijathenaeum.nl/,7880
5862,Livraria Bertrand,NULL,NULL,NULL,NULL,8591
5863,Dial R Studios,2008,2010,NULL,NULL,7291
5864,DVA,NULL,NULL,NULL,NULL,10476
5865,Martyr Press,1992,1994,NULL,NULL,6279
5866,Uitgeverij Personalia,2016,NULL,NULL,http://www.uitgeverij-personalia.nl/,9071
5867,Bloomsbury,2008,NULL,NULL,NULL,4944
5868,Verbo,NULL,NULL,NULL,NULL,8654
5869,Outland Zoom,2016,NULL,NULL,https://www.outland.no/,11106
5870,Edições 70,NULL,NULL,NULL,NULL,11109
5871,Lego,NULL,NULL,NULL,NULL,11115
5872,Artists Unlimited,1988,1988,NULL,NULL,5666
5873,All-American Comics,1990,NULL,NULL,NULL,612
5874,Dead Fly Productions,1998,1998,NULL,NULL,11116
5875,Weirdo Comics,2016,NULL,NULL,NULL,11119
5876,Vrijdag Uitgeverij,NULL,NULL,NULL,NULL,9221
5877,Strip2000; Zone 5300,2016,NULL,NULL,NULL,11122
5878,Edições Asa,NULL,NULL,NULL,NULL,9008
5879,Storm Entertainment,2015,NULL,NULL,https://stormfrontpublishing.wordpress.com/,11123
5880,Dalen,NULL,NULL,NULL,NULL,11128
5881,Cat-Head Comics,1983,1999,NULL,NULL,2990
5882,Print Mint,1979,1979,NULL,NULL,2895
5883,Subito,2006,2007,NULL,NULL,11129
5884,Χρυσή Πέννα,NULL,NULL,NULL,NULL,11136
5885,Jokers,2011,NULL,NULL,NULL,6921
5886,Aurum & D.C. Thomson & Co. Ltd.,2006,2006,NULL,NULL,11138
5887,American Mule,1999,2006,NULL,NULL,11155
5888,Fanboy,2000,2003,NULL,NULL,8986
5889,Vaisseau d'Argent,1989,1992,NULL,NULL,10329
5890,Editions 24x36,2001,2001,NULL,NULL,11169
5891,A Del Rey Trade Paperback Original,2012,NULL,NULL,NULL,2216
5892,Sdu Uitgevers,NULL,NULL,NULL,NULL,11170
5893,Valkyrie Press,1986,NULL,NULL,NULL,519
5894,SP,NULL,NULL,NULL,NULL,4988
5895,Séries Archie,1971,NULL,NULL,NULL,2195
5896,A Séries Archie,1991,NULL,NULL,NULL,2195
5897,Uitgeverij L,2016,NULL,Imprint voorheen onderdeel van Luitingh. Na het pensioen van oprichter/uitgever Jacques Post overgenomen door DLC.,NULL,4037
5898,Serieforlaget,NULL,NULL,NULL,NULL,1514
5899,Links,1974,1974,NULL,NULL,318
5900,001 Edizioni,2006,NULL,NULL,http://www.001edizioni.com/,4881
5901,A Série Archie,1993,NULL,NULL,NULL,2195
5902,ECC Ediciones; DC Comics [circle and serifs],2016,NULL,NULL,NULL,7874
5904,A Sunshine Weekly,NULL,NULL,NULL,NULL,608
5905,Crown Books for Young Readers,2015,NULL,NULL,NULL,2216
5906,Comics Experience; IDW,2015,NULL,NULL,http://www.comicsexperience.com/publishing/,1977
5907,An Iron Saga Production,1986,1987,NULL,NULL,11285
5908,Jadine Rhine Studios,NULL,NULL,NULL,NULL,11292
5909,TL-klubben,NULL,NULL,NULL,NULL,1514
5910,Study Group Comics,2016,NULL,NULL,NULL,9791
5911,Cornelius; Collection Louise,NULL,NULL,NULL,NULL,7463
5912,Aazurn Publishing,2016,NULL,NULL,NULL,5377
5913,Kick Ass Comics,1994,1995,NULL,NULL,6708
5914,NSF,2014,NULL,NULL,NULL,11298
5915,Double Storey Books,2002,NULL,General interest imprint of Juta.,https://web.archive.org/web/20080703182343/http://www.doublestorey.com/,11320
5916,KZ Comics,1985,1986,NULL,NULL,494
5917,Knight Angel Studios,1995,1996,NULL,NULL,11323
5918,Young Animal,2016,NULL,NULL,NULL,54
5919,Equinox,1990,1990,NULL,NULL,5968
5920,Shriners Hospitals for Children,2012,NULL,NULL,http://www.shrinershospitalsforchildren.org/,11326
5921,Press Gang,2016,NULL,Press release announcing this imprint: http://indyworld.com/new-imprint-press-gang-joins-alternative-comics-with-ongoing-series-by-corey-lewis/,NULL,1245
5922,Sanoma Uitgevers; Standaard Uitgeverij,2005,2005,NULL,NULL,3093
